1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.514913 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514920 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514926 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514932 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514939 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514945 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514951 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514958 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514964 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514970 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514977 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514983 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514989 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.514996 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515002 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515012 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515021 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515027 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515034 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515040 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515046 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515053 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515059 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515065 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515072 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515078 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515084 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515090 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515097 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515103 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515109 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515116 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515122 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515128 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515135 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515141 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515147 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515154 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515160 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515166 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515173 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515179 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515185 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515192 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515198 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515204 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515211 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515217 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515223 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515230 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515236 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515242 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515249 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515255 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515261 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515268 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515274 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515280 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515287 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515293 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515303 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515312 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515318 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515323 tty_draw_line: cell 187 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515331 tty_draw_line: cell 188 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515337 tty_draw_line: cell 189 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515342 tty_draw_line: cell 190 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515350 tty_draw_line: cell 191 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515356 tty_draw_line: cell 192 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515363 tty_draw_line: cell 193 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515369 tty_draw_line: cell 194 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515375 tty_draw_line: cell 195 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515380 tty_draw_line: cell 196 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515388 tty_draw_line: cell 197 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515394 tty_draw_line: cell 198 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515399 tty_draw_line: cell 199 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515407 tty_draw_line: cell 200 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515413 tty_draw_line: cell 201 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515418 tty_draw_line: cell 202 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515426 tty_draw_line: cell 203 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515431 tty_draw_line: cell 204 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515437 tty_draw_line: cell 205 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515445 tty_draw_line: cell 206 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515450 tty_draw_line: cell 207 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515456 tty_draw_line: cell 208 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515464 tty_draw_line: cell 209 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515469 tty_draw_line: cell 210 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515475 tty_draw_line: cell 211 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515483 tty_draw_line: cell 212 empty 0, bg 8; state: current EMPTY, next DONE
1788556958.515488 /dev/pts/0: \r
1788556958.515494 /dev/pts/0: \n
1788556958.515500 /dev/pts/0: \033[K
1788556958.515507 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,15) width 212, tty (0,15) width 212
1788556958.515513 tty_draw_line: px=0 py=15 nx=212 atx=0 aty=15
1788556958.515521 tty_draw_line: drawing 0-212,15 (end 0) at 0,15; defaults: fg=8, bg=8
1788556958.515526 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1788556958.515532 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515540 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515545 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515551 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515559 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515564 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515570 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515578 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515583 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515589 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515597 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515602 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515613 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515621 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515627 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515633 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515640 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515646 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515652 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515659 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515665 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515671 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515678 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515684 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515690 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515696 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515703 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515709 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515715 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515722 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515728 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515734 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515741 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515747 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515753 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515759 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515766 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515772 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515778 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515785 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515791 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515809 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515817 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515826 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515833 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515841 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515849 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515857 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515862 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515868 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515876 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515880 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515886 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515892 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515898 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515904 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515911 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515917 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515927 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515935 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515941 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515948 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515955 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515960 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515967 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515973 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515979 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515985 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515991 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.515997 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516003 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516010 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516016 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516020 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516026 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516032 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516039 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516045 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516051 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516058 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516064 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516070 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516077 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516083 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516089 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516096 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516102 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516108 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516115 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516121 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516127 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516133 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516140 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516146 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516153 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516159 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516165 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516171 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516178 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516184 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516190 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516197 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516203 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516209 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516220 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516228 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516235 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516241 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516247 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516254 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516260 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516266 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516273 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516279 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516285 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516292 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516298 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516304 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516311 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516317 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516323 tty_draw_line: cell 121 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516330 tty_draw_line: cell 122 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516336 tty_draw_line: cell 123 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516342 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516348 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516355 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516361 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516368 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516374 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516380 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516386 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516393 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516399 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516406 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516412 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516418 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516424 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516431 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516437 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516443 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516450 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516456 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516462 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516469 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516475 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516481 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516487 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516494 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516500 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516511 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516519 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516525 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516531 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516537 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516544 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516550 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516556 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516563 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516569 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516575 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516582 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516588 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516594 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516600 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516607 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516613 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516619 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516626 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516632 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516638 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516645 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516651 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516657 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516663 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516670 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516676 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516682 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516689 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516695 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516701 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516708 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516714 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516720 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516727 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516733 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516739 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516745 tty_draw_line: cell 187 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516752 tty_draw_line: cell 188 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516758 tty_draw_line: cell 189 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516764 tty_draw_line: cell 190 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516771 tty_draw_line: cell 191 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516777 tty_draw_line: cell 192 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516783 tty_draw_line: cell 193 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516790 tty_draw_line: cell 194 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516796 tty_draw_line: cell 195 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516821 tty_draw_line: cell 196 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516831 tty_draw_line: cell 197 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516838 tty_draw_line: cell 198 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516847 tty_draw_line: cell 199 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.516853 tty_draw_line: cell 200 empty 1, bg 8; state: current EMPTY, next EMPTY
